"","utilisateur","intermediarite","communaute","degre.entrant","degre.sortant","degre","degre.entrant.pondere","degre.sortant.pondere","degre.pondere","excentricite","proximite","proximite.harmonique","PageRank","vecteur.propre","agglomeration","texte","lol","categorie","langue.avant","langue.apres","langue.moi","langue.auto","plus.d.une.occurrence","source","tweets","abonnements","abonnes","pays","province","ville","fuseau.horaire","codeur"
"440","Muhsin_al-Yacoub","0.000000e+00","1917"," 0"," 50"," 50","  0","  64","  64"," 1","1.0000000","1.0000000","1.729474e-04","0.0000000000","0.000000e+00","@nast1981 that dogs fuckin stupid lol","lol","adjoint","anglais","indefini","anglais","anglais","non","Web, Twitter","   103"," 3518","  511","Nouvelle-Zelande","indefini","indefini","-8","Shari"
"441","Muhsin_al-Yacoub","0.000000e+00","1917"," 0"," 50"," 50","  0","  64","  64"," 1","1.0000000","1.0000000","1.729474e-04","0.0000000000","0.000000e+00","@ltsKermit yes raquel walker extra annoying coz she has a good excuse aswel lol","lol","adjoint","anglais","indefini","anglais","anglais","non","Web, Twitter","   169"," 4726","  624","Nouvelle-Zelande","indefini","indefini","-8","Shari"
"442","Muhsin_al-Yacoub","0.000000e+00","1917"," 0"," 50"," 50","  0","  64","  64"," 1","1.0000000","1.0000000","1.729474e-04","0.0000000000","0.000000e+00","@ryanhintze thats it lol so lame but thats the facts","lol","adjoint","anglais","anglais","anglais","anglais","non","Web, Twitter","    91"," 3083","  415","Nouvelle-Zelande","indefini","indefini","-8","Shari"
"443","Muhsin_al-Yacoub","0.000000e+00","1917"," 0"," 50"," 50","  0","  64","  64"," 1","1.0000000","1.0000000","1.729474e-04","0.0000000000","0.000000e+00","@TheGapeLover wtf!! lol so strange","lol","adjoint","anglais","anglais","anglais","anglais","non","Web, Twitter","   112"," 4016","  540","Nouvelle-Zelande","indefini","indefini","-8","Shari"
"444","Muhsin_al-Yacoub","0.000000e+00","1917"," 0"," 50"," 50","  0","  64","  64"," 1","1.0000000","1.0000000","1.729474e-04","0.0000000000","0.000000e+00","@Ujjwal_krishna lol ok bitch stay there n we will c who's fine","lol","adjoint","indefini","anglais","anglais","anglais","non","Web, Twitter","   123"," 4304","  584","Nouvelle-Zelande","indefini","indefini","-8","Shari"
"445","Muhsin_al-Yacoub","0.000000e+00","1917"," 0"," 50"," 50","  0","  64","  64"," 1","1.0000000","1.0000000","1.729474e-04","0.0000000000","0.000000e+00","@PapaJackSayings whats with all your mixed english and japanese comments or whatever it is? lol","lol","adjoint","anglais","indefini","anglais","anglais","non","Web, Twitter","   112"," 4000","  537","Nouvelle-Zelande","indefini","indefini","-8","Shari"
"446","Muhsin_al-Yacoub","0.000000e+00","1917"," 0"," 50"," 50","  0","  64","  64"," 1","1.0000000","1.0000000","1.729474e-04","0.0000000000","0.000000e+00","@nytimes @jadeolivsand yes we could have at the end lol not anymore not with old trump 2 old prob just drop dead b4 he gets  shot haha","lol","adjoint","anglais","anglais","anglais","anglais","non","Web, Twitter","   139"," 4554","  630","Nouvelle-Zelande","indefini","indefini","-8","Shari"
"447","Muhsin_al-Yacoub","0.000000e+00","1917"," 0"," 50"," 50","  0","  64","  64"," 1","1.0000000","1.0000000","1.729474e-04","0.0000000000","0.000000e+00","@mashable @KKeys265 i like this just 4 the music lol","lol","adjoint","anglais","indefini","anglais","anglais","non","Web, Twitter","   195"," 4765","  651","Nouvelle-Zelande","indefini","indefini","-8","Shari"
"448","Muhsin_al-Yacoub","0.000000e+00","1917"," 0"," 50"," 50","  0","  64","  64"," 1","1.0000000","1.0000000","1.729474e-04","0.0000000000","0.000000e+00","@nast1981 prob only been like 3 dogs skateboarding through a human tunnel b4 lol stupid world record","lol","adjoint","anglais","anglais","anglais","anglais","non","Web, Twitter","   103"," 3511","  510","Nouvelle-Zelande","indefini","indefini","-8","Shari"
"449","Muhsin_al-Yacoub","0.000000e+00","1917"," 0"," 50"," 50","  0","  64","  64"," 1","1.0000000","1.0000000","1.729474e-04","0.0000000000","0.000000e+00","@albapuente89 @LunaBraveFM @LunaBrave not as good as metallica but love the song no matter who plays it lol","lol","adjoint","anglais","indefini","anglais","anglais","non","Web, Twitter","    97"," 3386","  493","Nouvelle-Zelande","indefini","indefini","-8","Shari"
"450","Muhsin_al-Yacoub","0.000000e+00","1917"," 0"," 50"," 50","  0","  64","  64"," 1","1.0000000","1.0000000","1.729474e-04","0.0000000000","0.000000e+00","@EversonRick87 salted caramel didn't no they had that flavour bets its nice apricot chic always been my fave but never tried that 1 lol","lol","adjoint","anglais","indefini","anglais","anglais","non","Web, Twitter","    98"," 3485","  509","Nouvelle-Zelande","indefini","indefini","-8","Shari"
"451","Muhsin_al-Yacoub","0.000000e+00","1917"," 0"," 50"," 50","  0","  64","  64"," 1","1.0000000","1.0000000","1.729474e-04","0.0000000000","0.000000e+00","@Ujjwal_krishna oh wait venus is the 1 next 2 earth lol my bad","lol","adjoint","anglais","anglais","anglais","anglais","non","Web, Twitter","   121"," 4304","  584","Nouvelle-Zelande","indefini","indefini","-8","Shari"
"452","Muhsin_al-Yacoub","0.000000e+00","1917"," 0"," 50"," 50","  0","  64","  64"," 1","1.0000000","1.0000000","1.729474e-04","0.0000000000","0.000000e+00","@inactive @NoHoesJohnJohn hahaha so dumb spelling errors 2 the max not even text language lol just huge fails","lol","adjoint","anglais","anglais","anglais","anglais","non","Web, Twitter","   141"," 4777","  661","Nouvelle-Zelande","indefini","indefini","-8","Shari"
"453","Muhsin_al-Yacoub","0.000000e+00","1917"," 0"," 50"," 50","  0","  64","  64"," 1","1.0000000","1.0000000","1.729474e-04","0.0000000000","0.000000e+00","@TheBigAppleChic not my favourite not even close this page shit lol","lol","adjoint","anglais","indefini","anglais","anglais","non","Web, Twitter","   197"," 4774","  650","Nouvelle-Zelande","indefini","indefini","-8","Shari"
"454","Jaylene_Massey","2.918743e-04","1032"," 2"," 57"," 59","  2"," 150"," 152"," 1","1.0000000","1.0000000","7.122197e-05","0.0020361138","2.922268e-04","@Just_noway lol we wish.","lol","adjoint","indefini","anglais","anglais","anglais","non","iPad, Twitter"," 40913","  797","12934","Nouvelle-Zelande","indefini","indefini","12","Shari"
"455","Tulley_Kim","1.544426e-05","1097"," 1","  4","  5","  1","   6","   7"," 1","1.0000000","1.0000000","2.607311e-04","0.0075142315","5.000000e-02","@seguincbc ""book 'em"" lol","lol","adjoint","anglais","indefini","anglais","anglais","non","iPhone, Twitter","  1477","  255","  108","Canada","Nouveau-Brunswick","Fredericton","indefini","Shari"
"456","Gunnar_Grall","2.025280e-04"," 302"," 4"," 42"," 46"," 21"," 121"," 142","12","0.2021396","0.2196675","6.639036e-05","0.0515341592","2.961672e-02","@dimsie @mokai77 pussy hat lols.","lols","adjoint","anglais","indefini","anglais","anglais","non","Android, Twitter"," 18645","  468","  312","Nouvelle-Zelande","indefini","indefini","13","Shari"
"457","Graceila_Spitznogle","1.255198e-04","1032"," 2"," 14"," 16","  3","  27","  30"," 1","1.0000000","1.0000000","7.478975e-05","0.0020361138","4.166667e-03","@lbabinz @EBGamesCanada That's good because as far as it looks right now it's the only launch title. lol","lol","adjoint","anglais","indefini","anglais","anglais","non","Web, Twitter","  5729","  449","  114","Canada","Nouveau-Brunswick","Saint-Jean","-8","Shari"
"458","Graceila_Spitznogle","1.255198e-04","1032"," 2"," 14"," 16","  3","  27","  30"," 1","1.0000000","1.0000000","7.478975e-05","0.0020361138","4.166667e-03","@kayleebob @RealScott64 You realize this implies that you were sleeping around on him, right? LOL","LOL","adjoint","anglais","indefini","anglais","anglais","non","Web, Twitter","  5691","  448","  113","Canada","Nouveau-Brunswick","Saint-Jean","-8","Shari"
"459","Angelique_Ramirez-Rodriguez","7.047746e-04","1032"," 3","170","173","  7"," 434"," 441"," 2","0.9941520","0.9970588","8.680181e-05","0.0046715665","6.329549e-03","@nottoct lmao.","lmao","adjoint","indefini","indefini","indefini","creole haitien","non","Android, Twitter"," 10336","  434","  474","Canada","indefini","indefini","-4","Shari"
"460","Angelique_Ramirez-Rodriguez","7.047746e-04","1032"," 3","170","173","  7"," 434"," 441"," 2","0.9941520","0.9970588","8.680181e-05","0.0046715665","6.329549e-03","@pupsandpoli OMG, lol. It's the riding association. Those are the people typically informed. That is the party he is in. @H_DawsonMurphy","lol","adjoint","anglais","anglais","anglais","anglais","non","Android, Twitter"," 10253","  427","  473","Canada","indefini","indefini","-4","Shari"
"461","Angelique_Ramirez-Rodriguez","7.047746e-04","1032"," 3","170","173","  7"," 434"," 441"," 2","0.9941520","0.9970588","8.680181e-05","0.0046715665","6.329549e-03","@deepgreendesign well that's not hard to figure out. Posted that message more than once. Lmao.","Lmao","adjoint","anglais","indefini","anglais","anglais","non","Android, Twitter","  9682","  418","  434","Canada","indefini","indefini","-4","Shari"
"462","Angelique_Ramirez-Rodriguez","7.047746e-04","1032"," 3","170","173","  7"," 434"," 441"," 2","0.9941520","0.9970588","8.680181e-05","0.0046715665","6.329549e-03","@Outofnames @yournewswire they threatened to leave US if he won but didn't.  Doubt they'll give up $$$$. Lol","Lol","adjoint","anglais","indefini","anglais","anglais","non","Android, Twitter","  9592","  415","  432","Canada","indefini","indefini","-4","Shari"
"463","Angelique_Ramirez-Rodriguez","7.047746e-04","1032"," 3","170","173","  7"," 434"," 441"," 2","0.9941520","0.9970588","8.680181e-05","0.0046715665","6.329549e-03","@davidakin Justin is going to be in Question Period? That in itself would be stunning but expecting him to answer for himself? Lol","Lol","adjoint","anglais","indefini","anglais","anglais","non","Android, Twitter","  9969","  421","  462","Canada","indefini","indefini","-4","Shari"
"464","Angelique_Ramirez-Rodriguez","7.047746e-04","1032"," 3","170","173","  7"," 434"," 441"," 2","0.9941520","0.9970588","8.680181e-05","0.0046715665","6.329549e-03","@Tenaciousceeee diplomat  sensitivity? The other govt had already deemed it terrorism the diplomatic issue was denying it lol","lol","adjoint","anglais","indefini","anglais","anglais","non","Android, Twitter"," 10070","  422","  465","Canada","indefini","indefini","-4","Shari"
"465","Angelique_Ramirez-Rodriguez","7.047746e-04","1032"," 3","170","173","  7"," 434"," 441"," 2","0.9941520","0.9970588","8.680181e-05","0.0046715665","6.329549e-03","@gtlem convenient to delete half the conversation to change how it looks. Lol","lol","adjoint","anglais","indefini","anglais","anglais","non","Android, Twitter","  9867","  418","  440","Canada","indefini","indefini","-4","Shari"
"466","Angelique_Ramirez-Rodriguez","7.047746e-04","1032"," 3","170","173","  7"," 434"," 441"," 2","0.9941520","0.9970588","8.680181e-05","0.0046715665","6.329549e-03","@seanjoudry guarantee no cops and I bet I can come close to that....lol","lol","adjoint","anglais","indefini","anglais","anglais","non","Android, Twitter"," 10353","  434","  474","Canada","indefini","indefini","-4","Shari"
"467","Angelique_Ramirez-Rodriguez","7.047746e-04","1032"," 3","170","173","  7"," 434"," 441"," 2","0.9941520","0.9970588","8.680181e-05","0.0046715665","6.329549e-03","@claramanoucheka lol no far from it, but telling a few million middle class workers their union will be illegal won't get many votes","lol","adjoint","indefini","anglais","anglais","anglais","non","Android, Twitter","  9679","  418","  434","Canada","indefini","indefini","-4","Shari"
"468","Angelique_Ramirez-Rodriguez","7.047746e-04","1032"," 3","170","173","  7"," 434"," 441"," 2","0.9941520","0.9970588","8.680181e-05","0.0046715665","6.329549e-03","@mistere2000 @MayockMy lol yes.","lol","adjoint","indefini","anglais","anglais","anglais","non","Android, Twitter","  9903","  420","  455","Canada","indefini","indefini","-4","Shari"
"469","Angelique_Ramirez-Rodriguez","7.047746e-04","1032"," 3","170","173","  7"," 434"," 441"," 2","0.9941520","0.9970588","8.680181e-05","0.0046715665","6.329549e-03","@SpotShopMedia guess we don't need a carbon tax then. Perhaps we should send tax bill to Planet X govt for climate change. Lol","Lol","adjoint","anglais","indefini","anglais","anglais","non","Android, Twitter","  9614","  415","  429","Canada","indefini","indefini","-4","Shari"
"470","Tre_Jackson","2.154122e-04"," 302"," 6"," 26"," 32"," 21"," 102"," 123","13","0.1315049","0.1390051","1.085138e-04","0.0143771739","6.125356e-02","@ctlne I'm like do I want to dye my hair bc I want to or bc I think having greys are bad bc of society's standards lol. Deep thoughts","lol","adjoint","anglais","anglais","anglais","anglais","non","iPhone, Twitter"," 18412","  449","  721","Nouvelle-Zelande","indefini","indefini","13","Shari"
"471","Kenya_Cooper","0.000000e+00","1097"," 0","  6","  6","  0","   9","   9"," 2","0.8750000","0.9285714","2.409661e-04","0.0000000000","0.000000e+00","@Omojuwa Very disgruntled at this time! lol.","lol","adjoint","anglais","indefini","anglais","anglais","non","Web, Twitter","  2627","  498","  412","Canada","Nouveau-Brunswick","Fredericton","-5","Shari"
"472","Arhab_al-Yousif","2.394091e-04"," 302"," 5"," 66"," 71","  6"," 112"," 118","12","0.2254860","0.2475152","5.270259e-05","0.2434089899","2.442334e-02","@littlemisspie lol soz. I just admire someone who can grow such an impressive upside down haircut and not rip their face off itchy-wise.","lol","adjoint","indefini","anglais","anglais","anglais","non","iPhone, Twitter"," 54848"," 1395"," 2641","Nouvelle-Zelande","indefini","indefini","13","Shari"
"473","Arhab_al-Yousif","2.394091e-04"," 302"," 5"," 66"," 71","  6"," 112"," 118","12","0.2254860","0.2475152","5.270259e-05","0.2434089899","2.442334e-02","@WimpyLion @joanna_jane did you get the ""trolololololol"" model?","trolololololol","nom","anglais","anglais","anglais","anglais","non","iPhone, Twitter"," 54930"," 1399"," 2642","Nouvelle-Zelande","indefini","indefini","13","Shari"
"474","Arhab_al-Yousif","2.394091e-04"," 302"," 5"," 66"," 71","  6"," 112"," 118","12","0.2254860","0.2475152","5.270259e-05","0.2434089899","2.442334e-02","@gurrlwithacurl the cutlery seem....excessive? Lol","Lol","adjoint","anglais","indefini","anglais","anglais","non","iPhone, Twitter"," 54851"," 1395"," 2641","Nouvelle-Zelande","indefini","indefini","13","Shari"
"475","Arhab_al-Yousif","2.394091e-04"," 302"," 5"," 66"," 71","  6"," 112"," 118","12","0.2254860","0.2475152","5.270259e-05","0.2434089899","2.442334e-02","@RamirezJnr that was awesome. Lol.","Lol","adjoint","anglais","indefini","anglais","anglais","non","iPhone, Twitter"," 54912"," 1399"," 2643","Nouvelle-Zelande","indefini","indefini","13","Shari"
"476","Arhab_al-Yousif","2.394091e-04"," 302"," 5"," 66"," 71","  6"," 112"," 118","12","0.2254860","0.2475152","5.270259e-05","0.2434089899","2.442334e-02","@furryphotos lol?","lol","adjoint","indefini","indefini","indefini","indefini","non","Mobile Web, M5"," 54988"," 1404"," 2666","Nouvelle-Zelande","indefini","indefini","13","Shari"
"477","Arhab_al-Yousif","2.394091e-04"," 302"," 5"," 66"," 71","  6"," 112"," 118","12","0.2254860","0.2475152","5.270259e-05","0.2434089899","2.442334e-02","@bkkjom lol _Ù÷â","lol","adjoint","indefini","indefini","indefini","indefini","non","Mobile Web, M5"," 54983"," 1402"," 2662","Nouvelle-Zelande","indefini","indefini","13","Shari"
"478","Arhab_al-Yousif","2.394091e-04"," 302"," 5"," 66"," 71","  6"," 112"," 118","12","0.2254860","0.2475152","5.270259e-05","0.2434089899","2.442334e-02","@pinkdeedle lolololol","lolololol","adjoint","indefini","indefini","indefini","creole haitien","non","iPhone, Twitter"," 54901"," 1399"," 2643","Nouvelle-Zelande","indefini","indefini","13","Shari"
"479","Fidal_Goheen","2.349794e-06","1032"," 0"," 41"," 41","  0","  72","  72"," 1","1.0000000","1.0000000","3.846327e-05","0.0000000000","0.000000e+00","@tldhollywood @JarthallT I don't even know what that means. You use Twitter, Snapchat and porbably FB and you're worried about Android? lol","lol","adjoint","anglais","indefini","anglais","anglais","non","TweetDeck","121240","  516","14710","Canada","Nouvelle-Ecosse","Halifax","-4","Shari"
"480","Fidal_Goheen","2.349794e-06","1032"," 0"," 41"," 41","  0","  72","  72"," 1","1.0000000","1.0000000","3.846327e-05","0.0000000000","0.000000e+00","@_Miche11e_ Halloween though. That's like forever away lol","lol","adjoint","anglais","indefini","anglais","anglais","non","Android, Twitter","121322","  522","14752","Canada","Nouvelle-Ecosse","Halifax","-4","Shari"
"481","Fidal_Goheen","2.349794e-06","1032"," 0"," 41"," 41","  0","  72","  72"," 1","1.0000000","1.0000000","3.846327e-05","0.0000000000","0.000000e+00","@zachgilbert @inkblotca @Patrick_ORourke I know one thing it does for sure... gives us moments like these to look back on an lol about.","lol","verbe","anglais","anglais","anglais","anglais","non","TweetDeck","121310","  520","14736","Canada","Nouvelle-Ecosse","Halifax","-4","Shari"
"482","Fidal_Goheen","2.349794e-06","1032"," 0"," 41"," 41","  0","  72","  72"," 1","1.0000000","1.0000000","3.846327e-05","0.0000000000","0.000000e+00","@Patrick_ORourke WHY YOU DIGGING UP OLD SHIT MAN! lol.","lol","adjoint","anglais","indefini","anglais","anglais","non","TweetDeck","121310","  520","14736","Canada","Nouvelle-Ecosse","Halifax","-4","Shari"
"483","Fidal_Goheen","2.349794e-06","1032"," 0"," 41"," 41","  0","  72","  72"," 1","1.0000000","1.0000000","3.846327e-05","0.0000000000","0.000000e+00","@Daniel_Rubino You mean like when he said no one had attendance numbers and then said it was the largest? lol","lol","adjoint","anglais","indefini","anglais","anglais","non","TweetDeck","121250","  516","14708","Canada","Nouvelle-Ecosse","Halifax","-4","Shari"
"484","Fidal_Goheen","2.349794e-06","1032"," 0"," 41"," 41","  0","  72","  72"," 1","1.0000000","1.0000000","3.846327e-05","0.0000000000","0.000000e+00","@towbiker @HfxStanfield @AirCanada Too cold for that lol","lol","adjoint","anglais","indefini","anglais","anglais","non","TweetDeck","121208","  512","14710","Canada","Nouvelle-Ecosse","Halifax","-4","Shari"
